Text,Emoji,retweet_count,favorite_count
@TMZ Richer than Donald Trump?,,0,0
@GOPLeader A nasty man - just like Trump and Donald Jr. Creeps.,,0,0
"Our President keeps working for We the People while the overpaid demon 🐀 behave like children. 

Donald Trump Announces Revolutionary Healthcare Transparency Rules https://t.co/5EALXg298W via @BreitbartNews",🐀,3,3
@gtconway3d Dude you are as ignorant as they come.Donald Trump is the greatest President of all time.🇺🇸,🇺🇸,0,0
"sksksksk we were talking to the kids at church about having faith in hard times so I asked the 10+11 year olds what was something bad that's happening in the world and one just yelled ""DONALD TRUMP!!!!""",,0,0
"House investigators on Saturday released hundreds of pages from closed-door interviews with two key government witnesses in the impeachment probe of President Donald Trump.
https://t.co/WE5yDBOCfY",,0,3
@GOP @hogangidley45 Huh and are you talking about Donald Trump,,0,0
"@thehill Correction, Donald trump has been nothing but trucker from he was elected.",,0,0
It has been one year since this crime was aided and abetted by Jared Kushner and the administration. https://t.co/f68xjY0t1u,,0,0
"Roger Stone, former aide of Donald Trump, convicted for lying to Congress, faces 50 year jail-term https://t.co/vQAx0UhD77
📢#talk2back | 📰@JantaKaReporter https://t.co/zuWbAiIybK",📢📰,0,0
"Tim Morrison, a top White House national security aide, told impeachment investigators that Gordon Sondland — a U.S. ambassador at the center of the Ukraine scandal imperiling Donald Trump’s presidency — claimed to be acting on Trump’s orders, and was regularly in touch with him.",,15,36
"@realDonaldTrump https://t.co/6tnjXXvmzr I have free speech. People are saying this visit is because you have syphilitic insanity, from your ""personal Vietnam"" days. #maga #25A #PeopleAreSaying",,0,0
"If you're one of the #Democrats that gave me Donald Trump f*** you don't tell me what to do now.

Democrats are not totally innocent on this trump shit they fell asleep",,0,1
"Donald Trump tells more lies than anyone on the planet, why is he so bad at it?",,0,0
"I’ve long been convinced that but for Fox News, Trump would already have been impeached. It’s very likely also that he never would have been elected. 
#boycottfoxsponsors
https://t.co/wASroDvrub via @NYTOpinion",,0,2
"@JFKonThisDay I pray more than anything else in this world, that JFK Junior and his wife and sister-in-law are alive and well and that we will see them all again one day soon! May God bless our president Donald J Trump and our first great lady Melania Trump and their family",,0,0
@w_terrence @realDonaldTrump President Donald Trump knows how to win everyday all day @realDonaldTrump @DonaldJTrumpJr  🇺🇸🇺🇸🇺🇸,🇺🇸,0,0
"@RepLeeZeldin So....Repubs get to ask questions in the bunker/basement, too! It matters not what the OMB staffer says. The majority of Americans have common sense, the inclination &amp; interest to read &amp; listen &amp; learn from many sources. Donald Trump is an unfit, unethical, indecent man. IMPEACH!",,0,0
Not seeing anything close to Donald Trump taking himself out! Quite the opposite! https://t.co/kcaA17FPZF,,0,0
"@Franklin_Graham @BillMoyers To all people of faith, morality, and conscience—Donald Trump is already fully impeachable, his moral character beneath contempt and beyond defense. He is fully unworthy of this nation.
https://t.co/mdN49tfd5p",,0,0
"@seanhannity Fantastic piece about what Fox is, and how much damage blowhards like Hackity are doing to this country.  Fox News? More Like Trump’s Impeachment Shield  https://t.co/YxWXigLzH3",,0,2
@BrianKarem @MountainMole @realDonaldTrump White House announcement regarding Donald Trump taking an impromptu visit to Walter Reed to get a jump on his 2020 physical is just adding to the pile: https://t.co/WjgebtbFlb,,2,10
"@GOP @senatemajldr @GOPChairwoman @GOPLeader @SenateGOP 

I hope you’re paying attention. Donald J Trump is going to destroy your party and you’ll deserve it. 

You won’t see the inside of the White House again for decades unless you pay for a tour. https://t.co/tHjhQNyana",,0,0
“I Hired Donald Trump to Fire People Like Yovanovitch.”,,0,0
"Alexandria Ocasio-Cortez Rips Republicans For 'Beclowning' Themselves Over Donald Trump
https://t.co/l6WCYUbcd6",,0,1
@realDonaldTrump There you go again!! Talking in the third person. Unable to bring yourself to talk in first person?? Why is that? And why should WE believe a washed up druggy talk show host?? I am not a crook!!! says Donald Nixon or is it Richard Trump? It's easy to confuse crooks.,,0,0
@britainelects @SavantaComRes A vote for Johnson or Farage is a vote for Donald Trump and a vote for Putin!  Release the Russian Influence Report now.,,0,0
@Franklin_Graham https://t.co/jSSwmbmB3V,,0,0
"Fuck Trump for doing this, fuck people for standing up for these scumbag soldiers, and fuck the US Military for not getting rid of them. Our armed forces are a joke and we should be ashamed of them.

https://t.co/3iidg6ZWs1",,0,0
"@thedailybeast Donald Trump is way over his head, to begin with, he knows he should not be president, that it was all a fraud, he also knows now the whole president thingy was not a good idea, probably the worse idea he ever had, and he had plenty of bad ideas.",,0,0
@gtconway3d Never forget that this feud would not have happened albeit for Donald Trump.,,0,0
@EliseStefanik @gtconway3d @EliseStefanik you showed you have no respect for people who serve our county. Donald Trump has ruin everything and you need to break away.. run,,0,0
@pandas_revenge @BryanHa56824515 @AOC Separating children from parents is a violation of human rights and international law. These children will be permanently affected by this trauma due to Donald Trump's barbaric zero tolerance policy. You are the one who has not done any research on how many laws were broken.,,0,0
"@Stache2020 @DanCrenshawTX https://t.co/Bbovk3I8Yr

https://t.co/Bd3MyaUjJp

https://t.co/4CPxBXtwQa",,0,0
I am absolutely going to be kicked out of this antique shop for asking them why they didn’t put the Donald Trump display with the Nazi paraphernalia where it belongs.,,0,5
"@RepAdamSchiff Who started ww1, ww2, who was the master race,?who is Donald Trump.",,0,0
"Donald Trump revives his 'Adam Schitt' insult to mock impeachment
 https://t.co/LZQLEGb7SE",,0,0
@LindseyGrahamSC Donald Trump IS the country's real problem.,,0,1
"@barakkassar @SusyGuerrero3 No, it couldn’t. Redefining ourselves in a way that would boggle the mind if we hadn’t elected Donald Trump as president. We are beyond shame.",,0,0
"Trump made Hillary Clinton's health fair game in 2016.  Putin amplified it and now its gigantor's turn to visit Walter Reed on a Saturday.  Can't handle the truth Donald?  You spent years dishing it out and now pay back is a ... b word or something.
https://t.co/umq2EGSgXm",,0,1
@calijeff1 @akvawe66 @tomag49 @BeckerChax @miss_simone247 @JimHaf @KKatMiss @laylow88861429 @shinobi_tony @FWLVIEWS @Schanette55 @SpaceForceBravo @donnnie @GOPkleptocrat @AbrahamAlyzah @gorillastyle @TrumpSugar @ThomasSchuback @Goathead19 @PwrCane1 @ThereseOSulliv2 @zaharias19 @phil_mckraken @donald_aper @HouseOfJames2 @pursuitofMAGA @SofaKingBueno @DectiveSamSpade @camp_terrence @onefreedomagent @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @jones7955 @robert_sicario @finsukmiaz @BrooklynPrivat1 @Alawnguy @OregonDarryl @JCStill1 @terryloohoo @SeanTDel @Pittstock @CRKittle @misshellca @Youarenumbee6 @WeSeeYouWeKnow Trump failed in Mexico,,0,1
Twitter Suspends Numerous Accounts For Tweeting: “I Hired Donald Trump To Fire People Like Yovanovitch” https://t.co/HQaMxSiwoD,,7,6
"@farnazfassihi @yashar @WSJ You should talk with Barrack who is very close to Iranian officials and maybe John Kerry can help as well. 

Donald J Trump could help but why should he for the way the Press attacks him!",,0,0
@calijeff1 @akvawe66 @tomag49 @BeckerChax @miss_simone247 @JimHaf @KKatMiss @laylow88861429 @shinobi_tony @FWLVIEWS @Schanette55 @SpaceForceBravo @donnnie @GOPkleptocrat @AbrahamAlyzah @gorillastyle @TrumpSugar @ThomasSchuback @Goathead19 @PwrCane1 @ThereseOSulliv2 @zaharias19 @phil_mckraken @donald_aper @HouseOfJames2 @pursuitofMAGA @SofaKingBueno @DectiveSamSpade @camp_terrence @onefreedomagent @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @jones7955 @robert_sicario @finsukmiaz @BrooklynPrivat1 @Alawnguy @OregonDarryl @JCStill1 @terryloohoo @SeanTDel @Pittstock @CRKittle @misshellca @Youarenumbee6 @WeSeeYouWeKnow Trump failed in Denmark,,0,1
"Labour will exclude the NHS and medicines from trade deals with the US

https://t.co/9xIOsXnn7q",,0,0
@calijeff1 @akvawe66 @tomag49 @BeckerChax @miss_simone247 @JimHaf @KKatMiss @laylow88861429 @shinobi_tony @FWLVIEWS @Schanette55 @SpaceForceBravo @donnnie @GOPkleptocrat @AbrahamAlyzah @gorillastyle @TrumpSugar @ThomasSchuback @Goathead19 @PwrCane1 @ThereseOSulliv2 @zaharias19 @phil_mckraken @donald_aper @HouseOfJames2 @pursuitofMAGA @SofaKingBueno @DectiveSamSpade @camp_terrence @onefreedomagent @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @jones7955 @robert_sicario @finsukmiaz @BrooklynPrivat1 @Alawnguy @OregonDarryl @JCStill1 @terryloohoo @SeanTDel @Pittstock @CRKittle @misshellca @Youarenumbee6 @WeSeeYouWeKnow Trump lost the midterms - Trump lost in Kentucky,,0,1
"Louisiana voters will settle the nation’s last 2019 gubernatorial contest Saturday, deciding whether to give the Deep South’s only Democratic governor a second term or replace him with a Republican businessman favored by President Donald Trump. https://t.co/bcxHnBqKJ0",,0,0
"📚 #Cultura ""Mi teoría es que a partir de que Donald Trump gana la presidencia de Estados Unidos es un vale todo para la locura absoluta"".  @megustaleerarg

Por @gustavoyuste 

https://t.co/FHBI5jAZ4C",📚,1,2
Where is the heart of America's leader Donald j Trump???? When it comes to children and DACA.,,0,0
Le professeur qui avait prédit l'élection de Donald Trump parie désormais sur sa destitution https://t.co/9DUmXjZl6q,,0,0
I Hired Donald Trump to Fire People Like Yovanovitch,,0,0
Harvard Law Professor Delivers Scathing Assessment Of Donald Trump’s Defenders | HuffPost https://t.co/RHdbepzEDv,,0,0
USA: Hotel von Donald Trump wohl erst nicht auf G7-Auswahlliste https://t.co/PtlcCNbfvr via @SPIEGELONLINE,,0,0
"@JessicaHuseman Well once you enter the lair of Donald J. Trump all bets are off, he takes it all and leaves you with nothing not one ounce of integrity and zero credibility.",,0,0
Interview 1: President Donald J. Trump. The Dan Bongino Show 11/15/2019. https://t.co/2TCdlQk0eJ via @YouTube,,0,0
"Donald J. Trump has never held accountable for anything, where it affects him! He always finds a new hustle, and right now, it's the American people! We didn't forget what you said about @Kaepernick7 and we won't forget about the divide and distraction U caused US! #StillWithKaep",,0,0
So true ~&gt; “The ambassador has reason for concern. Donald Trump is a psychopath with lots of psychopaths in his thrall. A determined nut job with a gun could go after her or her family.“ #Yovanovitch #ImpeachTrump #DisbarBarr https://t.co/8gg85DWhio,,0,1
Donald Trump’s day from Hell https://t.co/0Pp6LSdG2X via @PalmerReport,,0,0
Twitter reportedly cracks down on users tweeting 'I hired Donald Trump to fire people like Yovanovitch' https://t.co/pfDogiDTxX,,0,0
"Hey Donald @realDonaldTrump YOUR frankly sh*t defence about there aren't any 1st hand accounts has just gone out of the window!

Trump’s hearsay defense goes out the window as House Intel releases transcripts of two first-hand witnesses https://t.co/UQj3IjPW5P",,3,4
"@somehuskervbguy He is able to say that because he thinks the constitution says:  ""All men are created equal after Donald J. Trump.""  Therefore, he believes that he is above the law while everyone else is subject to the law.",,0,0
Labour will exclude the NHS and medicines from trade deals with the US | NHS | The Guardian https://t.co/Z5VojuDCXH,,0,0
BERNIE SANDERS ARE AHEAD OF DONALD TRUMP IN GEORGIA: POLL https://t.co/qqYgs0GE8T,,0,0
@NBCInvestigates @KenDilanianNBC When does Donald Trump ever and I mean ever tell the truth that's why he's a dangerous man and Rodger stone is as fruity as a fruitcake why Donald Trump is running neck-and-neck with him,,0,0
Donald Trump Announces Revolutionary Healthcare Transparency Rules https://t.co/YrdNOtTGVd,,5,3
"Rudy Giuliani or, rather, Really Guiltyani, says Trump will stay loyal but jokes he has 'insurance' https://t.co/ZjI1bHaUpy #TrumpExtorted #Whistleblower #AdamSchiff #Vindman #TrumpBribery #BillTaylor #GeorgeKent #Yovanovitch #BriberyAndExtortion #Bribery #Extortion #DavidHolmes https://t.co/Q4FyLCuTbc",,1,0
Donald Trump arrives at Walter Reed for unannounced physical exam!                            My understanding is that Trump is having a hard time breathing!                                    But if YOUR head was up YOUR ass you would have a hard time breathing too! https://t.co/E6s9yhvg3p,,1,2
"The @conservatives are now supported by: 
Donald Trump
Nigel Farage
Stephen Yaxley-Lennon aka 'Tommy Robinson'
Arron Banks

So vote tory if you feel these guys reflect your values https://t.co/IqDbW1apog",,1,1
"The large blob of syphilis called donny is being checked for any signs of life or decency. His mental state was found to be 100% on the Stalin/Hitler scale of insanity.... 
https://t.co/5s60UBswX9",,0,1
"@realDonaldTrump is more than a President, he is now a National Hero for granting clemency to our servicemen who were over-zealously prosecuted by our government. Also congrats to Navy SEAL Gallagher for his restoration of rank.
https://t.co/U7Be3dU1fL",,0,0
Donald Trump’s body count: He’s not just a narcissist and a liar — he’s a killer https://t.co/5VQdU0sdwp,,4,3
"Donald Trump arrives at Walter Reed for unannounced physical exam
 https://t.co/07QgckHlND",,0,0
"@dirteafairy So, because you don't like beauty pageants it's acceptable for Donald Trump to peep on underage girls?",,0,0
"@realDonaldTrump Fox Business Host Calls Trump a “Big Dumb Baby” for Attack on Yovanovitch

Personally, Id rather have the Trump Baby Balloon as POTUS, than the real dOnald tRump!

He is Smarter, even deflated, has less Hot Air, and Tougher!
This tough Baby Balloon, took quite the knife attack!🎈",🎈,0,0
Fox News? More Like Trump’s Impeachment Shield https://t.co/jy8Py7VCme,,0,0
# David Holmes’ Closed-Door Testimony Confirms What We Knew About Donald Trump and Gordon Sondland – Mother Jones https://t.co/WL790KTPTj,,0,0
Ukraine’s young corruption fighters struggle against elites -- and Trump #NewsGrit https://t.co/ZAPQIjdAeX,,0,0
"@Lots_Of_Fun_69 Hard to believe Donald Trump Government is so horrid evil according to the MSM: Correct me if I am wrong, you don't see videos like this of people trying to sneak into North Korea?",,0,1
It’s obvious that twitter is run by a gaggle of leftist twatters https://t.co/5MN6hNdtr7,,0,0
@realDonaldTrump @foxandfriends Donald Trump is a fake he is a con artist he's lining his pockets with American money he needs to be out of office immediately he needs to resign before the impeachment gets him by the balls,,0,0
"TODAY IS NOV 16TH 2019 AND DONALD J TRUMP IS OUR PRESIDENT!!
DEAL WITH IT!! https://t.co/N8cvbBWHxs",,0,0
"@LindseyGrahamSC He literally bribed a foreign official for personal gain using the power of his office. The problem is that Donald J Trump committed high crimes and bribery, and you need to hear the evidence so you can decide if you should vote to remove him. Let the Constitution be your guide.",,0,0
"@ChrisCuomo Donald Trump wants an autocracy.  From his first visit with Kim Jong-un, he has wanted to be revered in the same way. As much as he is laughed at around the world, the joke is over.  His legacy has tarnished the US for generations to come.",,0,1
"@USAmbMex Me impresiona el acercamiento que tiene con nosotros. Esperemos que ambos países colaboremos fuertemente en favor de la vida, la familia y la libertad de religión. Dios lo bendiga a usted y su equipo de trabajo. Saludos a Donald Trump y Mike Pence",,0,0
https://t.co/K0nr4NnjTx,,0,0
https://t.co/uLyoplkiMO,,0,0
"@realDonaldTrump https://t.co/6tnjXXvmzr I have free speech. I think this visit is because you're dying, or showing signs of dementia, which is fatal. #maga #25A #PeopleAreSaying",,0,0
Side note: its a wondrous essay if for no other reason than the fact that DB Hart insists that the closest living analogy to Satan is Donald Trump--which he wrote 5 years before the election!!,,0,0
Labour will exclude the NHS and medicines from trade deals with the US | Jeremy Corbyn https://t.co/uTbJe2XDkX,,0,1
Fuck DONALD TRUMP,,0,4
@dirteafairy @CivicLilly1 @Terrilltf But if those indigenous people happen to be young girls in a beauty pageant @dirteafairy is okay with Donald Trump peeping on them.,,0,0
"WHAT TWISTED SHIT IS THIS?
He Calls Them HEROES because they committed 
""War CRIMES""

Trump pardons servicemembers in high profile war crimes cases https://t.co/7bBk5CTBep via @usatoday",,0,0
Needs repeating——&gt;This Video Will Get Donald Trump Elected https://t.co/yXo8oJ50hx via @YouTube,,0,1
The murderous intent behind Donald Trump’s latest Twitter rant https://t.co/VkmF2tYjV6 via @PalmerReport,,0,1
https://t.co/B5eiHTqwSq,,0,0
"‘Donald Trump did nothing wrong’: Podcasts furiously vie to control impeachment narrative-
The remarkable thing about Republicans ... they know and admit Trump lies his head off ... but they think he is only lying to Democrats ... talk about living in a fools paradise!",,0,0
"“The thing that annoys me about Trump is that he took my show [The Jerry Springer Show] and brought it to the White House,” the 75-year-old said of today’s heated... https://t.co/DAiEHgop5f",,0,2
"The ONLY time ANYONE goes to a doctor unannounced is because something needs to be checked....like say increased blood pressure. Now, I dont want anything to happen to Trump because I really, really, really want him to go to prison.

https://t.co/FYBXrx3mtD",,0,1
"@donmoyn @EliseStefanik You are an embarrassment to every American, pouting just like Donald Trump. Republicans are holding 300 Bill's passed in the House while accusing Democrats of not conducting business.....LIARS. Make McConnell act: minimum wage, gun background checks, budget and border funding!",,0,0
@it_was_august @Peter_Rugg @thehill Donald Trump does not divide the country by race!  But do you notice who uses race all the time the Democrats and the socialist it’s their go to weapon https://t.co/vjGV2XTzS8,,0,0
Donald Trump a Gemini lol,,0,0
"@TeamMitchMoscow Keep sending me these.

I'll save them for the 2020 re-election of Donald J Trump.",,0,0
On a Saturday Afternoon??    President Donald Trump Has Begun ‘Portions’ of Annual Physical Exam At Walter Reed: WH https://t.co/70817qC3Nz via @thedailybeast,,0,0
"@SofaKingBueno @calijeff1 @MickeySueThomas @jones7955 @MadisonSedona @BrooklynPrivat1 @ShlomoIndiana @Conard_The_Best @DectiveSamSpade @akvawe66 @KKatMiss @TrumpSugar @AbrahamAlyzah @SpaceForceBravo @laylow88861429 @GOPkleptocrat @gorillastyle @finsukmiaz @Pittstock @onefreedomagent @donnnie @shinobi_tony @zaharias19 @imvala @phil_mckraken @donald_aper @HouseOfJames2 @ThereseOSulliv2 @miss_simone247 @pursuitofMAGA @Goathead19 @camp_terrence @Schanette55 @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @robert_sicario @FWLVIEWS @ThomasSchuback @Alawnguy @PwrCane1 @OregonDarryl @JCStill1 @terryloohoo @SeanTDel @CRKittle @misshellca Let me get this straight.  Trump tried to bribe Ukraine with aid that Congress approved.  You’re saying that Congress was complicit?

Wasn’t the complaint that Trump was withholding the aid?  If so, he was withholding said bribe that Congress approved.",,1,3
"The Donald Trump is dead. You need a dad skirt to solve this,. https://t.co/jO4to2Np2P",,0,2
"The day Trump's presidency came into focus — in Congress, the White House and in court https://t.co/3X6lfH0khe",,0,0
The real reason Donald Trump likely won’t bother trying to pardon Roger Stone https://t.co/NYdAaZH5Ku via @PalmerReport,,0,0
"Hello, twitter? Yes, just curious. I’ve been on buddy vacation for 1 day and I’m curious if Donald Trump is still president?",,0,2
@realDonaldTrump Donald Trump don't read books,,0,0
"#DonaldTrumpJr’s Book ‘#Triggered #1 #NewYorkTimesBestseller Thanks to Bulk Order by #RNC
https://t.co/ad3rAJimIN https://t.co/eHjDmqallc",,0,0
That Scott Morrison worships the ground Donald Trump walks on lays bare his unsuitability to be prime minister.,,0,2
dumbass https://t.co/xIuQjXNTjV,,0,0
Putin Saddened That Trump Asked Other Foreign Country to Meddle in Election https://t.co/1z2Son2mBI,,0,0
"""For a few hours on Friday, an unassuming career diplomat named Marie (Masha) Yovanovitch did something that I thought had become impossible in Donald Trump’s Washington: she managed to hold on to her amazement and outrage at the President’s amazing and outrageous actions."" https://t.co/M8KtgrvvfL",,0,0
Le professeur qui avait prédit l'élection de Donald Trump parie désormais sur sa destitution https://t.co/9DUmXjZl6q,,0,0
@brett_mcgurk Donald Trump strikes again.  How many more military bases do you intend to turn over to the Russians?  #ImpeachAndRemoveTrump @realDonaldTrump,,1,1
"Donald Trump is currently at Walter Reed hospital, presumably to try to get Nancy Pelosi’s shoe removed from his ass.",,3508,17428
@AndyOstroy https://t.co/jSSwmbmB3V,,0,0
"@Skeoghb @thismaniscrazy @GOPLeader @RepChrisStewart Where did you get ""collusion"" charge from?Pulled it out of your backside?
""A federal jury has convicted Roger Stone, a longtime adviser to President Donald Trump, of making false statements to Congress, obstruction of justice, and witness tampering.""
Sit down. https://t.co/YhhNUwlYvs",,0,0
"@kayms99 @mickeyfoon @susandavis178 @EliseStefanik @gtconway3d @realDonaldTrump He can't have lost ""BILLIONS"" because he never had ""BILLIONS"" to begin with. He is a loser who has been lying to you.

https://t.co/7EvQXqUUez",,0,0
He Watch all Donald Trump because he love Trump because he’s the best president In United state we want to peach out all The Democrat because it all lie they want to trade us out they don’t care about United States,,0,0
"This is some BullShit! @realDonaldTrump has never be concerned for his heath, the fat orange unhealthy MutherFucker! They’re hiding something about his heath from us! https://t.co/JxUZuZfZKO",,2,11
"But,  it's True
#DrainTheSwamp 
Twitter Suspends Numerous Accounts for Tweeting: ""I Hired Donald Trump to Fire People Like Yovanovitch"" https://t.co/M6XMWmbmKv via @gatewaypundit",,0,0
"😎😏 Simpleton Stefanik, eager to pick up the crumbs from Trump's hamberder table, tries to pass Donald by on the right side of his lying race course.

#DrainTheShame #DrainTheTrump #Corruption #RuleOfLies https://t.co/1xf6i1dtWg",😎😏,0,0
@realDonaldTrump @foxandfriends My president Donald J trump God chose you because you were stubborn about his order in his purpose about people not keeping their word and so be it that the enemy came out to will everything he had nothing that we can do can change god's answer you are there Intel God says you,,0,0
"@brianstelter You're on a roll with the spelling issues.  In the case of Donald Trump, our President, he gets more views with misspellings.   I think it's deliberate.",,1,3
Donald Trump Grants Clemency to Army Major Matt Golsteyn and 1st Lt. Clint Lorance | Breitbart https://t.co/OTXPm11SwW,,0,0
"@360Sources Arsenal, NY Knicks, and Donald Trump",,0,0
"The names below are Primary Sources For the Donald Trump and Vladimir Zelensky Call.
Rep. Adam Schiff's goal is to compel as many of these people as possible to testify. https://t.co/WTtYRizf5o",,0,0
The consequences of this abuse of the pardon power will become evident over time and in many dimensions. I urge the House of Representatives to include this in the Articles of Impeachment of President Donald Trump.,,6,18
Time asks Trump golf clubs to take down fake magazine cover https://t.co/OZ4fMunyeh via @nbcnews,,0,0
"@realDonaldTrump @POTUS @DonaldJTrumpJr @EricTrump @IvankaTrump 
Has anyone in the trump family succeeded on their own, without cheating?

Triggered, Donald Trump Jr's #1 bestseller, under fire for inflating sales https://t.co/PGX25rlOZ7",,0,0
@TheDevHasNoName @babaidris090 So it is Donald Trump that is responsible?,,0,0
"@elementz124 All because some bitches are whining about their favorite not being in the game,A FUCKING TREE!! And the National Dex not coming to SwSh. They even asking Donald Trump HIMSELF to ban the game!",,0,0
https://t.co/xEidai0ahb,,0,1
@calijeff1 @BeckerChax @JimHaf @camp_terrence @SofaKingBueno @miss_simone247 @akvawe66 @KKatMiss @laylow88861429 @shinobi_tony @FWLVIEWS @Schanette55 @SpaceForceBravo @tomag49 @donnnie @GOPkleptocrat @AbrahamAlyzah @gorillastyle @TrumpSugar @ThomasSchuback @Goathead19 @PwrCane1 @ThereseOSulliv2 @zaharias19 @phil_mckraken @donald_aper @HouseOfJames2 @pursuitofMAGA @DectiveSamSpade @onefreedomagent @LSweetApps @LynnesCommunity @RealJesusTLord @OurTrivialLife @TheNostrajamus @keithannstockd3 @jones7955 @robert_sicario @finsukmiaz @BrooklynPrivat1 @Alawnguy @OregonDarryl @JCStill1 @terryloohoo @SeanTDel @Pittstock @CRKittle @misshellca @Youarenumbee6 @WeSeeYouWeKnow So why is Trump failing as chief law enforcement guy?,,0,1
Does the J in Donald J. Trump stand for Joe? Because in that case who would joe be? 🤔🤔,🤔,0,0
@IlhanMN Trump has already won the 2020 election.  Donald Trump Jr will win in 2024.,,0,0
"He’s finding an excuse. 

https://t.co/B5eiHTqwSq",,0,1
Donald Trump se somete a exámenes médicos https://t.co/o3YK8Xayyo,,0,0
@kevinidge @CAS7718 @ictussunshine @4YrsToday What did donald trump do that’s a crime?,,0,0
Interview 1: President Donald J. Trump. The Dan Bongino Show 11/15/2019. https://t.co/AY2n3R8uL2 via @YouTube,,0,0
A day that underscored the corruption swamping the Trump presidency - CNNPolitics https://t.co/1Zc7owpyYp,,1,1
@annpaterson18 https://t.co/DtTFxmwKLd #GetTheToriesOut,,0,0
@maggieNYT Donald Trump Jr. whines after the New York Times exposes bulk-buying scheme for his ‘bestselling’ book -,,0,0
"@1Sharkey8 @TitusNation @realDonaldTrump If you don't believe that Trump is selling us out to other nations, I'd suggest you go back and look at every policy he's made in the last 12 months, and whom the end results of those policies actually benefits. As @SpeakerPelosi said, all roads lead to Putin with Donald Trump.",,0,0
"@MishalHusain @maitlis He’s so similar to Donald Trump; lacks empathy, possibly narcissistic, lies and  just isn’t very smart. It figures they were both friends of Epstein, creeps have a knack of finding each other.",,0,0
Donald Trump could be impeached by Christmas - Here's how || Via Newsweek https://t.co/eNN0n3fiYg,,11,28
@Hepworthclare https://t.co/DtTFxmwKLd #GetTheToriesOut,,0,0
Donald Trump arrives at Walter Reed for unannounced physical exam https://t.co/u9BCkKnd4f via @MailOnline. Okkrrrrrrrrr😂😂😂,😂,0,0
US President Donald Trump Begins Annual Physical Exam https://t.co/SuWQV8Yb5p,,0,0
"Govenor John Bel Edwards has been fighting for us for 4 years &amp; TODAY he is in OUR neighborhoods on Election Day 💙✨

⛔️Eddie Rispone has Promised to be the Donald Trump of Louisiana we CANNOT let him win⛔️

Please VOTE for our Families, Diversity &amp; Inclusion, YOURSELF , &amp; JBE https://t.co/9JFVeV1xR4",💙⛔✨,92,173
https://t.co/ywG9lHfHOQ,,0,0
@FaceTheNation @Jim_Jordan We do are rite through these idiotic Dems and their plan to destroy our Magnificent President . Donald Trump 2020 !,,0,0
@Paula_White Everyone please pray for the baby that Donald Trump bullied his mistress into aborting 😢🙏😢🙏🙏🙏🙏🙏,😢🙏,0,3
@KamalaHarris https://t.co/WY9ODLSGwa,,0,0
@IlhanMN That would be President Trump your President Donald Trump. And you cannot name one single thing that this man has done wrong. But we have a laundry list of your illegal activities and don't worry Justice is coming. Tell us about Talib and her problems😂,😂,0,0
Donald Trump arrives at Walter Reed for unannounced physical exam https://t.co/hf49w3snAd via @MailOnline,,0,1
Donald Trump is a liar and a cheat and a dictator and anyone that stand in his way he will make them pay. We don't need this.,,0,0
"Oh well, I guess Jim Jordan and @DevinNunes will have to look to  Valdimir Putin, Russian TV (RT), and the Kremlin for more propaganda,  talking points and conspiracy theories to defend their Fuher, Donald Trump😕😕 https://t.co/bwfbnnAkpJ",😕,3,2
"With Donald Trump in the White House, Republicans have now lost nine legislative chambers nationwide https://t.co/sgg91jEgVP",,0,0
» Las fotos de Donald Trump desnudo por las que se «estaban matando» ¡Mire! https://t.co/PYsZ1TvqNo https://t.co/QWAx8FMoZm,,0,1
"@BrianRealest @alx @realDonaldTrump The media is under no requirement to withhold the Trump-Ukraine phone call whistleblower's name. It is binding on people inside the government, not binding on the news media.
https://t.co/KaKmAo9MT8",,1,2
Donald J. Trump: Pardon Roger Stone - Sign the Petition! https://t.co/afoljaC9o5 via @Change,,0,0
@Jim_Jordan Then why is Donald Trump continuing to block witnesses https://t.co/qZu8o1hzWx,,0,0
"@fotoole nails it: ""As well as smearing Biden, Trump wanted to turn the vast Russian interference in 2016 on its head: he was the victim of a (nonexistent) Ukrainian plot to favour Hillary Clinton."" How Trump will survive impeachment https://t.co/FdVX69fAXK via @IrishTimesOpEd",,0,0
"@YouareParsons @jeremycorbyn You don't want people to have nice things, you like it the Conservatives have starved the  NHS of cash for 9 years. I bet you represent, medical health insurance companies. You know they get big money, you're like Donald Trump he doesn't believe in health care for all. https://t.co/JHZoW9KPnm",,0,0
@realDonaldTrump @nytimes Donald Trump Jr. whines after the New York Times exposes bulk-buying scheme for his ‘bestselling’ book -,,0,0
"https://t.co/jLcA57ApGQ
Trump's presidency has been three years of corruption.  Impeach the clown.  Vote Blue.",,0,0
@EliseStefanik Donald Trump’s behavior is unacceptable and you have jumped right on the Trump train so your behavior yesterday was appalling Trying to make a scandal out of nothing for a talking point,,0,0
https://t.co/U6jWmWoMeq,,0,0
Otro títere más de Donald Trump. https://t.co/L8UATCgHhR,,0,0
@Juann_aguileraa Anda a dormir donald trump,,0,1
